id,message,dirs,pull_req_id,pull_req_title,pull_req_body,opinion,ecosystem,repo
2c78f88becdaa389469c6e7f1a0113f345b99e51,small bugfix,code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/repository,,,,corrective,Azure-Samples,java-native-telemetry
7d87bf9aa536361ba45349c34161eab4a312c6e5,"Merge pull request #44 from Azure-Samples/systemsystem-uui-spring-boot

Use system-uuid for id generation in Spring Boot",code/spring-boot-telemetry/src/test/java/com/azure/examples/springboot/controller code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/model code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/data,,,,perfective,Azure-Samples,java-native-telemetry
8e2233b5a8c018348481ede63018a0e44c5a425d,Use system-uuid for id generation in Spring Boot,code/spring-boot-telemetry/src/test/java/com/azure/examples/springboot/controller code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/model code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/data,,,,perfective,Azure-Samples,java-native-telemetry
1257b46a1e2a9a61b8c7d8aa2a474cb4186eb2f3,"Merge pull request #42 from brunobat/add-exception-endpoint

Endpoint with exception to main",code/quarkus-telemetry/quarkus-telemetry-vegetable code/quarkus-telemetry/quarkus-telemetry-superhero code/quarkus-telemetry/quarkus-telemetry-superhero/src/test/java/com/azure/examples/quarkus/superhero/message code/quarkus-telemetry/quarkus-telemetry-vegetable/src/main/docker code/quarkus-telemetry/quarkus-telemetry-superhero/src/main/java/com/azure/examples/quarkus/superhero/resource code/quarkus-telemetry/quarkus-telemetry-superhero/src/main/java/com/azure/examples/quarkus/superhero/data code/quarkus-telemetry/quarkus-telemetry-superhero/src/main/docker,,,,additive,Azure-Samples,java-native-telemetry
2005da9ba8be9f8c6ac89527aac33373aa5eddae,remove jdbc,code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller code/spring-boot-telemetry code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/service,,,,adaptive,Azure-Samples,java-native-telemetry
0e77d1adb72c125e377fc628ad35641a3e97b5b0,Endpoint with exception,code/quarkus-telemetry/quarkus-telemetry-vegetable code/quarkus-telemetry/quarkus-telemetry-superhero code/quarkus-telemetry/quarkus-telemetry-superhero/src/test/java/com/azure/examples/quarkus/superhero/message code/quarkus-telemetry/quarkus-telemetry-vegetable/src/main/docker code/quarkus-telemetry/quarkus-telemetry-superhero/src/main/java/com/azure/examples/quarkus/superhero/resource code/quarkus-telemetry/quarkus-telemetry-superhero/src/main/java/com/azure/examples/quarkus/superhero/data code/quarkus-telemetry/quarkus-telemetry-superhero/src/main/docker,,,,additive,Azure-Samples,java-native-telemetry
695ca472dfae17f1c32f8fbcd1f004e1b296ac61,"Merge pull request #39 from Azure-Samples/use-hibernate-for-spring-boot

Use Hibernate for Spring Boot",code/spring-boot-telemetry/src/main/resources code/spring-boot-telemetry code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/repository code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/service code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/model code/spring-boot-telemetry/src/test/resources,,,,perfective,Azure-Samples,java-native-telemetry
07cda42d7be2f5615158fadf657615cd74b9f4a2,Merge branch 'main' into use-hibernate-for-spring-boot,code/spring-boot-telemetry/src/main/resources code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller code/spring-boot-telemetry/src/test/resources,,,,perfective,Azure-Samples,java-native-telemetry
b221eb45ae5a44d2c65dee5d198aa10af4a78786,"Merge pull request #41 from Azure-Samples/spring-bean-resttemplate

Use Spring bean for rest template",code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller,,,,perfective,Azure-Samples,java-native-telemetry
f4f5a87e86b7ece9fcd5723d5bb30f659a9be04e,Use Spring bean for rest template,code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller,,,,perfective,Azure-Samples,java-native-telemetry
39e29312285909df267d9b7a6ee95b035e2046be,Downgrade hibernate,code/spring-boot-telemetry,,,,adaptive,Azure-Samples,java-native-telemetry
4a8a7f64b6fe80662def8cf2e980e18f1b044262,"Merge pull request #40 from Azure-Samples/ability-to-call-quarkus-from-spring

Ability to call Heroes from Spring Veggie",code/spring-boot-telemetry/src/main/resources code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller code/spring-boot-telemetry/src/test/resources,,,,perfective,Azure-Samples,java-native-telemetry
58c087f65c7337846c318c7ea4ba4d7e65034f4c,"Update application.properties

simplify",code/spring-boot-telemetry/src/main/resources,,,,preventive,Azure-Samples,java-native-telemetry
e3d951786a0b662a2a7a47d197a35f004cfff457,Change property name,code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller code/spring-boot-telemetry/src/test/resources,,,,preventive,Azure-Samples,java-native-telemetry
ae9ba45a0668ffd5d9c28154d249c3a42187e44a,Change property name,code/spring-boot-telemetry/src/test/resources,,,,preventive,Azure-Samples,java-native-telemetry
7ada6a74f0da320e48bfdc338107ba645f301877,Remove system out,code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller,,,,preventive,Azure-Samples,java-native-telemetry
91003d270a5dbea1946a95acd0db07a00bae1479,Ability to call Heroes from Spring Veggie,code/spring-boot-telemetry/src/main/resources code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/controller code/spring-boot-telemetry/src/test/resources,,,,perfective,Azure-Samples,java-native-telemetry
af4ef8a91ce9be8093c038f57e233c939606aee7,Use Hibernate for Spring Boot,code/spring-boot-telemetry/src/main/resources code/spring-boot-telemetry code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/repository code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/service code/spring-boot-telemetry/src/main/java/com/azure/examples/springboot/model code/spring-boot-telemetry/src/test/resources,,,,additive,Azure-Samples,java-native-telemetry
601fe038796ed7ca9c18584a8977e3a9b32f2129,Update player version to 1.32.1,.,95.0,chore: release 1.31.0,"*Description of changes:*

Updating SDK version to `1.31.0`

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
e9c313a27667a4fda8cc94ccd7263d3359702752,"Merge pull request #95 from aws-samples/release/1.31.0

chore: release 1.31.0",samples/cloud-player . samples/service-worker,93.0,Player version 1.30.0,"*Issue #, if available:*

*Description of changes:*


By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
8abda523cf576687b94caa1cb57e81a3f68e0964,chore: release 1.31.0,samples/cloud-player . samples/service-worker,92.0,chore: release 1.29.0,"release 1.29.0

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
6206309bb8301868ae2cd5e09b381e494fdeb85f,"Merge pull request #93 from aws-samples/1.30.0

Player version 1.30.0",samples/cloud-player . samples/service-worker,92.0,chore: release 1.29.0,"release 1.29.0

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
59d75a79b479e859b53946f37325788fa4a5c394,"Merge pull request #92 from aws-samples/release/1.29.0

chore: release 1.29.0",samples/cloud-player . samples/service-worker,91.0,chore: release 1.28.0,"*Issue #, if available:*

*Description of changes:*

Updating to IVS SDK `1.28.0`

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
27f9de2cf32730be900c9fba5cb76b04b0dc3124,Audit fix,.,89.0,chore: release 1.26.0,"*Issue #, if available:*

*Description of changes:*


By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
38cbb1b836446ebfe578e4807427332566cb2fea,Update player version to 1.30.0,samples/cloud-player . samples/service-worker,88.0,chore: release 1.25.0,"*Issue #, if available:*

*Description of changes:*

Update IVS Player SDK to `1.25.0`

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
59d75a79b479e859b53946f37325788fa4a5c394,"Merge pull request #92 from aws-samples/release/1.29.0

chore: release 1.29.0",samples/cloud-player . samples/service-worker,86.0,samples: add service worker example,"*Description of changes:*

This adds an example of setting up and configuring a service worker for lower latency playback on iOS Safari.

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
2264647bf5d5e808bc0a05ff20c3019bb30737d4,chore:release 1.29.0,samples/cloud-player . samples/service-worker,85.0,chore: release 1.23.0,"

Updating samples to use latest release

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
bce2a3ea8c4972683bdfc8bcc1bad36dbd6c3e68,"Merge pull request #91 from aws-samples/release/1.28.0

chore: release 1.28.0",samples/cloud-player . samples/service-worker,82.0,chore: release 1.22.0,"*Description of changes:*

updating sample to use latest release

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
8cc3740b0870e9536c597a61e8bd99bbaee82798,chore: release 1.28.0,samples/cloud-player . samples/service-worker,81.0,chore: release 1.21.0,"*Issue #, if available:*

*Description of changes:*


By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
689f8073ec03d4a113c0bed0bd09993817d4a2cb,Update to 1.27.0,samples/cloud-player . samples/service-worker,77.0,chore:release 1.19.0,"By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
b6e88128a48bf59a7084ab47723ded9201c18a4e,"Merge pull request #89 from aws-samples/release/1.26.0

chore: release 1.26.0",samples/cloud-player . samples/service-worker,75.0,chore:release 1.18.0,"*Issue #, if available:*

*Description of changes:*
1.18.0 IVS Release

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
db7e472c257ff237cff0744fca625baa0d3bce8a,chore: release 1.26.0,samples/cloud-player . samples/service-worker,72.0,chore:release 1.16.0,"*Description of changes:*
1.16.0 IVS Release

By submitting this pull request, I confirm that you can use, modify, copy, and redistribute this contribution, under the terms of your choice.
",adaptive,aws-samples,amazon-ivis-player-web-samples
928eb56b48f5ce5ccb1dfcce5c3e813826f287ed,"Merge pull request #88 from aws-samples/release/1.25.0

chore: release 1.25.0",samples/cloud-player . samples/service-worker,70.0,Bump json5 and babel-loader,"Bumps [json5](https://github.com/json5/json5) to 2.2.3 and updates ancestor dependency [babel-loader](https://github.com/babel/babel-loader). These dependencies need to be updated together.

Updates `json5` from 2.2.0 to 2.2.3
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/json5/json5/releases"">json5's releases</a>.</em></p>
<blockquote>
<h2>v2.2.3</h2>
<ul>
<li>Fix: json5@2.2.3 is now the 'latest' release according to npm instead of v1.0.2. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/299"">#299</a>)</li>
</ul>
<h2>v2.2.2</h2>
<ul>
<li>Fix: Properties with the name <code>__proto__</code> are added to objects and arrays.
(<a href=""https://github-redirect.dependabot.com/json5/json5/issues/199"">#199</a>) This also fixes a prototype pollution vulnerability reported by
Jonathan Gregson! (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/295"">#295</a>).</li>
</ul>
<h2>v2.2.1</h2>
<ul>
<li>Fix: Removed dependence on minimist to patch CVE-2021-44906. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/266"">#266</a>)</li>
</ul>
</blockquote>
</details>
<details>
<summary>Changelog</summary>
<p><em>Sourced from <a href=""https://github.com/json5/json5/blob/main/CHANGELOG.md"">json5's changelog</a>.</em></p>
<blockquote>
<h3>v2.2.3 [<a href=""https://github.com/json5/json5/tree/v2.2.3"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.2.2...v2.2.3"">diff</a>]</h3>
<ul>
<li>Fix: json5@2.2.3 is now the 'latest' release according to npm instead of
v1.0.2. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/299"">#299</a>)</li>
</ul>
<h3>v2.2.2 [<a href=""https://github.com/json5/json5/tree/v2.2.2"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.2.1...v2.2.2"">diff</a>]</h3>
<ul>
<li>Fix: Properties with the name <code>__proto__</code> are added to objects and arrays.
(<a href=""https://github-redirect.dependabot.com/json5/json5/issues/199"">#199</a>) This also fixes a prototype pollution vulnerability reported by
Jonathan Gregson! (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/295"">#295</a>).</li>
</ul>
<h3>v2.2.1 [<a href=""https://github.com/json5/json5/tree/v2.2.1"">code</a>, <a href=""https://github.com/json5/json5/compare/v2.2.0...v2.2.1"">diff</a>]</h3>
<ul>
<li>Fix: Removed dependence on minimist to patch CVE-2021-44906. (<a href=""https://github-redirect.dependabot.com/json5/json5/issues/266"">#266</a>)</li>
</ul>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/json5/json5/commit/c3a75242772a5026a49c4017a16d9b3543b62776""><code>c3a7524</code></a> 2.2.3</li>
<li><a href=""https://github.com/json5/json5/commit/94fd06d82eeed225fa172f6fb2ca27375cbd2e39""><code>94fd06d</code></a> docs: update CHANGELOG for v2.2.3</li>
<li><a href=""https://github.com/json5/json5/commit/3b8cebf0c474a8b20c78bd75c89cca0c4dce84ce""><code>3b8cebf</code></a> docs(security): use GitHub security advisories</li>
<li><a href=""https://github.com/json5/json5/commit/f0fd9e194dde282caff114a110f4fac635f3a62c""><code>f0fd9e1</code></a> docs: publish a security policy</li>
<li><a href=""https://github.com/json5/json5/commit/6a91a05fffeda16ff6b3b5008b6b340d42d31ec0""><code>6a91a05</code></a> docs(template): bug -&gt; bug report</li>
<li><a href=""https://github.com/json5/json5/commit/14f8cb186e8abdfaccf6527171da7b1224374650""><code>14f8cb1</code></a> 2.2.2</li>
<li><a href=""https://github.com/json5/json5/commit/10cc7ca9169b59c5e0f5afc03dbd870cd06bcc46""><code>10cc7ca</code></a> docs: update CHANGELOG for v2.2.2</li>
<li><a href=""https://github.com/json5/json5/commit/7774c1097993bc3ce9f0ac4b722a32bf7d6871c8""><code>7774c10</code></a> fix: add <strong>proto</strong> to objects and arrays</li>
<li><a href=""https://github.com/json5/json5/commit/edde30abd8b22facf2c06c72586b9f6edf12700d""><code>edde30a</code></a> Readme: slight tweak to intro</li>
<li><a href=""https://github.com/json5/json5/commit/97286f8bd542c89dcee096bc05dd28ed2dfc1e16""><code>97286f8</code></a> Improve example in readme</li>
<li>Additional commits viewable in <a href=""https://github.com/json5/json5/compare/v2.2.0...v2.2.3"">compare view</a></li>
</ul>
</details>
<br />

Updates `babel-loader` from 8.2.3 to 8.3.0
<details>
<summary>Release notes</summary>
<p><em>Sourced from <a href=""https://github.com/babel/babel-loader/releases"">babel-loader's releases</a>.</em></p>
<blockquote>
<h2>v8.3.0</h2>
<h2>New features</h2>
<ul>
<li>Pass external dependencies from Babel to Webpack by <a href=""https://github.com/nicolo-ribaudo""><code>@​nicolo-ribaudo</code></a> in <a href=""https://github-redirect.dependabot.com/babel/babel-loader/pull/971"">babel/babel-loader#971</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/babel/babel-loader/compare/v8.2.5...v8.3.0"">https://github.com/babel/babel-loader/compare/v8.2.5...v8.3.0</a></p>
<h2>v8.2.5</h2>
<h2>What's Changed</h2>
<ul>
<li>fix: respect <code>inputSourceMap</code> loader option by <a href=""https://github.com/alan-agius4""><code>@​alan-agius4</code></a> in <a href=""https://github-redirect.dependabot.com/babel/babel-loader/pull/896"">babel/babel-loader#896</a></li>
</ul>
<h2>New Contributors</h2>
<ul>
<li><a href=""https://github.com/alan-agius4""><code>@​alan-agius4</code></a> made their first contribution in <a href=""https://github-redirect.dependabot.com/babel/babel-loader/pull/896"">babel/babel-loader#896</a></li>
</ul>
<p><strong>Full Changelog</strong>: <a href=""https://github.com/babel/babel-loader/compare/v8.2.4...v8.2.5"">https://github.com/babel/babel-loader/compare/v8.2.4...v8.2.5</a></p>
<h2>v8.2.4</h2>
<h2>What's Changed</h2>
<ul>
<li>doc(README.md): fix a broken markdown link by <a href=""https://github.com/loveDstyle""><code>@​loveDstyle</code></a> in <a href=""https://github-redirect.dependabot.com/babel/babel-loader/pull/919"">babel/babel-loader#919</a></li>
<li>Bump loader-utils to 2.x by <a href=""https://github.com/stianjensen""><code>@​stianjensen</code></a> in <a href=""https://github-redirect.dependabot.com/babel/babel-loader/pull/931"">babel/babel-loader#931</a></li>
<li>Use md5 hashing for OpenSSL 3 by <a href=""https://github.com/pathmapper""><code>@​pathmapper</code></a> in <a href=""https://github-redirect.dependabot.com/babel/babel-loader/pull/924"">babel/babel-loader#924</a></li>
</ul>
<p>Thanks <a href=""https://github.com/loveDstyle""><code>@​loveDstyle</code></a>, <a href=""https://github.com/stianjensen""><code>@​stianjensen</code></a> and <a href=""https://github.com/pathmapper""><code>@​pathmapper</code></a> for your first PRs!</p>
</blockquote>
</details>
<details>
<summary>Commits</summary>
<ul>
<li><a href=""https://github.com/babel/babel-loader/commit/9bf5652c3b718971382c110c4b7f86212aa8cb52""><code>9bf5652</code></a> 8.3.0</li>
<li><a href=""https://github.com/babel/babel-loader/commit/80ab7d013b1c2142516d9939c978cba82648c052""><code>80ab7d0</code></a> Update <code>@babel/</code> dependencies</li>
<li><a href=""https://github.com/babel/babel-loader/commit/493ac6cfdb2763568b42e787b95ac3a05ebfd15b""><code>493ac6c</code></a> Pass external dependencies from Babel to Webpack (<a href=""https://github-redirect.dependabot.com/babel/babel-loader/issues/971"">#971</a>)</li>
<li><a href=""https://github.com/babel/babel-loader/commit/df28fe312abba66cf72320e23268ad208fdf5006""><code>df28fe3</code></a> Fix broken main test (<a href=""https://github-redirect.dependabot.com/babel/babel-loader/issues/950"">#950</a>)</li>
<li><a href=""https://github.com/babel/babel-loader/commit/0b338e4abb4e7c22a09c2cee39b1b1664226ecaf""><code>0b338e4</code></a> update hash method so it doesn't fail on a fips enabled machine (<a href=""https://github-redirect.dependabot.com/babel/babel-loader/issues/939"">#939</a>)</li>
<li><a href=""https://github.com/babel/babel-loader/commit/1f98d3c7978a729becb2f27b42c44f4ac37fce83""><code>1f98d3c</code></a> 8.2.5</li>
<li><a href=""https://github.com/babel/babel-loader/commit/c622868020a07cc4d632bb51afb3db1f4edaaae2""><code>c622868</code></a> fix: respect <code>inputSourceMap</code> loader option (<a href=""https://github-redirect.dependabot.com/babel/babel-loader/issues/896"">#896</a>)</li>
<li><a href=""https://github.com/babel/babel-loader/commit/f7982c1a7ee34f25ce73cc4fd5771fca475b4447""><code>f7982c1</code></a> 8.2.4</li>
<li><a href=""https://github.com/babel/babel-loader/commit/4bb9e21a36fa581c045121031717b90b5a77ef16""><code>4bb9e21</code></a> Use md5 hashing for OpenSSL 3 (<a href=""https://github-redirect.dependabot.com/babel/babel-loader/issues/924"">#924</a>)</li>
<li><a href=""https://github.com/babel/babel-loader/commit/247c94ba90cd7311b17e18dea68349c727c28b6c""><code>247c94b</code></a> Bump loader-utils to 2.x (<a href=""https://github-redirect.dependabot.com/babel/babel-loader/issues/931"">#931</a>)</li>
<li>Additional commits viewable in <a href=""https://github.com/babel/babel-loader/compare/v8.2.3...v8.3.0"">compare view</a></li>
</ul>
</details>
<br />


Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting `@dependabot rebase`.

[//]: # (dependabot-automerge-start)
[//]: # (dependabot-automerge-end)

---

<details>
<summary>Dependabot commands and options</summary>
<br />

You can trigger Dependabot actions by commenting on this PR:
- `@dependabot rebase` will rebase this PR
- `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it
- `@dependabot merge` will merge this PR after your CI passes on it
- `@dependabot squash and merge` will squash and merge this PR after your CI passes on it
- `@dependabot cancel merge` will cancel a previously requested merge and block automerging
- `@dependabot reopen` will reopen this PR if it is closed
- `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually
- `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself)
- `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)
- `@dependabot use these labels` will set the current labels as the default for future PRs for this repo and language
- `@dependabot use these reviewers` will set the current reviewers as the default for future PRs for this repo and language
- `@dependabot use these assignees` will set the current assignees as the default for future PRs for this repo and language
- `@dependabot use this milestone` will set the current milestone as the default for future PRs for this repo and language

You can disable automated security fix PRs for this repo from the [Security Alerts page](https://github.com/aws-samples/amazon-ivs-player-web-sample/network/alerts).

</details>",adaptive,aws-samples,amazon-ivis-player-web-samples
